17:34:58;0,0;0,4;0:01.73
17:35:05;0,0;0,4;0:01.73
17:35:13;0,0;0,4;0:01.73
17:35:20;0,0;0,4;0:01.73
17:35:27;0,0;0,4;0:01.74
17:35:34;0,0;0,4;0:01.74
17:35:41;0,0;0,3;0:00.09
17:35:48;0,8;0,3;0:00.15
17:35:56;0,0;0,4;0:01.75
17:36:03;0,2;3,3;0:15.43
17:36:10;23,2;13,1;0:02.61
17:36:17;1,0;12,1;0:03.18
17:36:24;0,2;11,8;0:03.31
17:36:32;0,0;11,8;0:03.32
17:36:39;5,0;12,4;0:03.53
17:36:46;0,0;12,3;0:03.54
17:36:53;0,0;12,3;0:03.54
17:37:00;0,0;12,3;0:03.54
17:37:08;2,8;12,4;0:03.77
17:37:15;5,2;12,4;0:04.07
17:37:22;0,0;12,1;0:04.14
17:37:29;0,0;12,1;0:04.14
17:37:36;0,0;12,1;0:04.15
17:37:44;0,0;12,1;0:04.15
17:37:51;0,0;12,1;0:04.15
17:37:58;0,0;12,1;0:04.15
17:38:05;0,0;12,1;0:04.15
17:38:12;0,0;12,1;0:04.16
17:38:20;0,0;12,2;0:04.27
17:38:27;0,0;12,2;0:04.27
17:38:34;0,0;12,2;0:04.27
17:38:41;0,0;12,2;0:04.37
17:38:48;0,0;12,2;0:04.37
17:38:56;0,0;12,2;0:04.37
17:39:03;0,0;12,2;0:04.37
17:39:10;0,0;12,2;0:04.37
17:39:17;0,0;12,2;0:04.37
17:39:24;0,0;12,2;0:04.37
17:39:32;0,0;12,2;0:04.37
17:39:39;0,0;12,2;0:04.39
17:39:46;0,0;12,2;0:04.39
17:39:53;0,0;12,2;0:04.39
17:40:00;0,0;12,2;0:04.39
17:40:07;0,0;12,2;0:04.39
17:40:15;0,0;12,2;0:04.39
17:40:22;0,0;12,2;0:04.39
17:40:29;0,0;12,2;0:04.39
17:40:36;0,0;12,2;0:04.39
17:40:43;0,0;12,2;0:04.39
17:40:50;0,0;12,2;0:04.39
17:40:58;0,0;12,2;0:04.39
17:41:05;0,0;12,2;0:04.40
17:41:12;0,0;12,2;0:04.52
17:41:19;0,0;12,2;0:04.52
17:41:26;0,0;12,2;0:04.52
17:41:34;0,0;4,0;0:19.97
17:41:41;0,5;4,0;0:20.04
17:41:48;0,0;4,0;0:20.06
17:41:55;0,0;12,2;0:04.53
17:42:02;0,0;3,3;0:20.45
17:42:09;0,0;3,3;0:20.46
17:42:17;4,2;3,3;0:20.72
17:42:24;3,5;3,3;0:21.08
17:42:31;0,0;3,3;0:21.17
17:42:38;0,0;3,3;0:21.18
17:42:45;3,2;3,3;0:21.49
17:42:53;0,0;3,3;0:21.50
17:43:00;0,0;3,3;0:21.52
17:43:07;0,0;3,3;0:21.53
17:43:14;0,0;3,3;0:21.54
17:43:21;0,0;3,3;0:21.56
17:43:28;0,0;3,3;0:21.58
17:43:36;0,4;3,3;0:21.65
